ASV_ID,edge_type
ASV_00003,pos
ASV_00004,pos
ASV_00006,pos
ASV_00007,pos
ASV_00020,pos
ASV_00022,pos
ASV_00067,pos
ASV_00003,neg
ASV_00004,neg
ASV_00006,neg
ASV_00007,neg
ASV_00009,neg
ASV_00020,neg
ASV_00022,neg
ASV_00024,neg
ASV_00029,neg
ASV_00035,neg
ASV_00037,neg
ASV_00040,neg
ASV_00042,neg
ASV_00053,neg
ASV_00067,neg
ASV_00088,neg
ASV_00141,neg
ASV_00618,neg
ASV_00640,neg
ASV_00808,neg
ASV_00931,neg
ASV_00953,neg
ASV_00958,neg
ASV_01060,neg
ASV_01304,neg
ASV_01391,neg
ASV_01455,neg
ASV_01464,neg
ASV_01513,neg
ASV_01540,neg
ASV_01550,neg
ASV_01560,neg
ASV_01621,neg
ASV_01691,neg
ASV_02120,neg
ASV_02170,neg
ASV_02209,neg
ASV_02242,neg
ASV_02490,neg
ASV_02512,neg
ASV_02938,neg
ASV_03545,neg
ASV_03603,neg
