ASV_ID,edge_type
ASV_00003,pos
ASV_00004,pos
ASV_00006,pos
ASV_00020,pos
ASV_00095,pos
ASV_00001,neg
ASV_00003,neg
ASV_00004,neg
ASV_00006,neg
ASV_00020,neg
ASV_00095,neg
ASV_00148,neg
ASV_00303,neg
ASV_00316,neg
ASV_00421,neg
ASV_00708,neg
ASV_00730,neg
ASV_00869,neg
ASV_00935,neg
ASV_00942,neg
ASV_00956,neg
ASV_01012,neg
ASV_01052,neg
ASV_01069,neg
ASV_01245,neg
ASV_01262,neg
ASV_01345,neg
ASV_01470,neg
ASV_01578,neg
ASV_01742,neg
ASV_01849,neg
ASV_02027,neg
ASV_02188,neg
ASV_02203,neg
ASV_02337,neg
ASV_02457,neg
ASV_02925,neg
ASV_03103,neg
ASV_03285,neg
ASV_03801,neg
